   UID   PID  PPID   C STIME   TTY           TIME CMD
  501  2399     1   0 пт03  ??         0:09.40 /System/Library/PrivateFrameworks/CalendarAgent.framework/Executables/CalendarAgent
  501  2400     1   0 пт03  ??         0:00.65 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
  501  2402     1   0 пт03  ??         0:00.38 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
  501  2404     1   0 пт03  ??         0:10.28 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent
  501  2406     1   0 пт03  ??         0:07.00 /Applications/Wacom Tablet.localized/.Tablet/WacomTabletDriver.app/Contents/MacOS/WacomTabletDriver
  501  2408     1   0 пт03  ??         0:00.32 /Library/PrivilegedHelperTools/com.wacom.DataStoreMgr.app/Contents/MacOS/com.wacom.DataStoreMgr
  501  2410     1   0 пт03  ??         0:00.36 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
  501  2412     1   0 пт03  ??         0:00.78 /System/Library/CoreServices/Siri.app/Contents/MacOS/Siri launchd
  501  2413     1   0 пт03  ??         0:00.34 /System/Library/Image Capture/Support/icdd
  501  2415     1   0 пт03  ??         0:00.42 com.globaldelight.Boom2Daemon
  501  2416     1   0 пт03  ??         0:05.89 /Library/PrivilegedHelperTools/com.wacom.IOManager.app/Contents/MacOS/com.wacom.IOManager
  501  2417     1   0 пт03  ??         0:00.39 /System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond
  501  2419     1   0 пт03  ??         0:00.16 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd
  501  2420     1   0 пт03  ??         0:02.13 /usr/libexec/knowledge-agent
  501  2421     1   0 пт03  ??         0:04.09 /System/Library/CoreServices/cloudpaird
  501  2422     1   0 пт03  ??         0:00.88 /System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent
  501  2424     1   0 пт03  ??         0:25.69 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud.app/Contents/MacOS/Creative Cloud --showwindow=false --onOSstartup=true
  501  2425     1   0 пт03  ??         0:01.05 /System/Library/CoreServices/diagnostics_agent
  501  2426     1   0 пт03  ??         0:01.02 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
  501  2428     1   0 пт03  ??         0:00.57 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  501  2430     1   0 пт03  ??         0:00.10 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
  501  2431     1   0 пт03  ??         0:00.13 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistoryPluginHelper
  501  2432     1   0 пт03  ??         0:04.98 /Applications/Postman Agent.app/Contents/MacOS/Postman Agent
  501  2433     1   0 пт03  ??         0:01.22 /Applications/Canon Utilities/EOS Utility/EOS Utility.app/Contents/MacOS/EOS Utility
  501  2434     1   0 пт03  ??         0:01.52 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
  501  2436     1   0 пт03  ??         0:00.33 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
  501  2437     1   0 пт03  ??         0:02.19 /System/Library/PrivateFrameworks/CalendarNotification.framework/Versions/A/XPCServices/CalNCService.xpc/Contents/MacOS/CalNCService
  501  2438     1   0 пт03  ??         0:01.32 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
  501  2439     1   0 пт03  ??         0:01.07 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
  501  2441     1   0 пт03  ??         0:00.20 /System/Library/CoreServices/pbs
  501  2442     1   0 пт03  ??         0:00.49 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/PlugIns/ACCFinderSync.appex/Contents/MacOS/ACCFinderSync
  501  2444     1   0 пт03  ??         0:10.16 /Applications/CleanMyMac X.app/Contents/MacOS/CleanMyMac X Menu.app/Contents/MacOS/CleanMyMac X Menu
  501  2445     1   0 пт03  ??         0:05.96 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetExtension.appex/Contents/MacOS/ScreenTimeWidgetExtension
  501  2446     1   0 пт03  ??         0:00.71 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension
  501  2447     1   0 пт03  ??         0:05.00 /System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget
  501  2448     1   0 пт03  ??         3:10.87 /Applications/Google Chrome.app/Contents/MacOS/Google Chrome
  501  2449     1   0 пт03  ??         0:01.70 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd
  501  2450     1   0 пт03  ??         0:00.15 /usr/libexec/WiFiVelocityAgent
  501  2453     1   0 пт03  ??         0:04.14 /System/Library/PrivateFrameworks/ScreenTimeCore.framework/Versions/A/ScreenTimeAgent
  501  2456     1   0 пт03  ??         0:00.39 /System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled
  501  2457     1   0 пт03  ??         0:00.15 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
  501  2459     1   0 пт03  ??         0:00.27 /System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent
  501  2460     1   0 пт03  ??         0:00.53 /usr/libexec/fmfd
  501  2461     1   0 пт03  ??         0:00.16 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
  501  2462     1   0 пт03  ??         0:00.24 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
  501  2463     1   0 пт03  ??         0:04.72 /System/Library/CoreServices/ClimateProxy.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
  501  2464     1   0 пт03  ??         0:00.04 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
  501  2466     1   0 пт03  ??         0:00.12 /usr/libexec/SidecarRelay
  501  2467     1   0 пт03  ??         0:00.25 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  501  2468     1   0 пт03  ??         0:01.60 /System/Library/CoreServices/LocationMenu.app/Contents/MacOS/LocationMenu
  501  2469     1   0 пт03  ??         0:03.70 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
  501  2471     1   0 пт03  ??         0:00.15 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
  501  2472     1   0 пт03  ??         0:01.69 /System/Library/CoreServices/lockoutagent
  501  2473     1   0 пт03  ??         0:00.59 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  501  2474     1   0 пт03  ??         0:01.28 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem system_app_start
  501  2475     1   0 пт03  ??         0:00.05 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  501  2476     1   0 пт03  ??         0:09.30 /System/Library/PrivateFrameworks/CoreEmbeddedSpeechRecognition.framework/Versions/A/XPCServices/com.apple.siri.embeddedspeech.xpc/Contents/MacOS/com.apple.siri.embeddedspeech
  501  2477     1   0 пт03  ??         0:00.24 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  501  2478     1   0 пт03  ??         0:11.66 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
  501  2480     1   0 пт03  ??         0:02.72 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
  501  2481  2432   0 пт03  ??         0:00.51 /Applications/Postman Agent.app/Contents/Frameworks/Postman Agent Helper (GPU).app/Contents/MacOS/Postman Agent Helper (GPU) --type=gpu-process --user-data-dir=/Users/annganzha/Library/Application Support/PostmanAgent --gpu-preferences=UAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJgEAAAAAAAAmAQAAAAAAACIAQAAMAAAAIABAAAAAAAAiAEAAAAAAACQAQAAAAAAAJgBAAAAAAAAoAEAAAAAAACoAQAAAAAAALABAAAAAAAAuAEAAAAAAADAAQAAAAAAAMgBAAAAAAAA0AEAAAAAAADYAQAAAAAAAOABAAAAAAAA6AEAAAAAAADwAQAAAAAAAPgBAAAAAAAAAAIAAAAAAAAIAgAAAAAAABACAAAAAAAAGAIAAAAAAAAgAgAAAAAAACgCAAAAAAAAMAIAAAAAAAA4AgAAAAAAAEACAAAAAAAASAIAAAAAAABQAgAAAAAAAFgCAAAAAAAAYAIAAAAAAABoAgAAAAAAAHACAAAAAAAAeAIAAAAAAACAAgAAAAAAAIgCAAAAAAAAkAIAAAAAAACYAgAAAAAAAKACAAAAAAAAqAIAAAAAAACwAgAAAAAAALgCAAAAAAAAwAIAAAAAAADIAgAAAAAAANACAAAAAAAA2AIAAAAAAADgAgAAAAAAAOgCAAAAAAAA8AIAAAAAAAD4AgAAAAAAABAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAHAAAAEAAAAAAAAAAAAAAACAAAABAAAAAAAAAAAAAAAAkAAAAQAAAAAAAAAAAAAAALAAAAEAAAAAAAAAAAAAAADAAAABAAAAAAAAAAAAAAAA4AAAAQAAAAAAAAAAAAAAAPAAAAEAAAAAAAAAABAAAAAAAAABAAAAAAAAAAAQAAAAcAAAAQAAAAAAAAAAEAAAAIAAAAEAAAAAAAAAABAAAACQAAABAAAAAAAAAAAQAAAAsAAAAQAAAAAAAAAAEAAAAMAAAAEAAAAAAAAAABAAAADgAAABAAAAAAAAAAAQAAAA8AAAAQAAAAAAAAAAQAAAAAAAAAEAAAAAAAAAAEAAAABwAAABAAAAAAAAAABAAAAAgAAAAQAAAAAAAAAAQAAAAJAAAAEAAAAAAAAAAEAAAACwAAABAAAAAAAAAABAAAAAwAAAAQAAAAAAAAAAQAAAAOAAAAEAAAAAAAAAAEAAAADwAAABAAAAAAAAAABwAAAAAAAAAQAAAAAAAAAAcAAAAHAAAAEAAAAAAAAAAHAAAACAAAABAAAAAAAAAABwAAAAkAAAAQAAAAAAAAAAcAAAALAAAAEAAAAAAAAAAHAAAADAAAABAAAAAAAAAABwAAAA4AAAAQAAAAAAAAAAcAAAAPAAAAEAAAAAAAAAAIAAAAAAAAABAAAAAAAAAACAAAAAcAAAAQAAAAAAAAAAgAAAAIAAAAEAAAAAAAAAAIAAAACQAAABAAAAAAAAAACAAAAAsAAAAQAAAAAAAAAAgAAAAMAAAAEAAAAAAAAAAIAAAADgAAABAAAAAAAAAACAAAAA8AAAAQAAAAAAAAAAoAAAAAAAAAEAAAAAAAAAAKAAAABwAAABAAAAAAAAAACgAAAAgAAAAQAAAAAAAAAAoAAAAJAAAAEAAAAAAAAAAKAAAACwAAABAAAAAAAAAACgAAAAwAAAAQAAAAAAAAAAoAAAAOAAAAEAAAAAAAAAAKAAAADwAAAAgAAAAAAAAACAAAAAAAAAA= --shared-files --field-trial-handle=1718379636,r,6358612228091322774,6403384251892381478,131072 --disable-features=SpareRendererForSitePerProcess --seatbelt-client=39
  501  2482     1   0 пт03  ??         0:00.02 SafeEjectGPUAgent
  501  2483     1   0 пт03  ??         0:00.24 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  501  2484     1   0 пт03  ??         0:00.21 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
  501  2485     1   0 пт03  ??         0:00.41 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
    0  2486     1   0 пт03  ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  2487     1   0 пт03  ??         0:01.39 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
  501  2488     1   0 пт03  ??         1:28.66 /Applications/Utilities/Adobe Creative Cloud Experience/CCXProcess/CCXProcess.app/Contents/MacOS/../libs/Creative Cloud Content Manager.node /Applications/Utilities/Adobe Creative Cloud Experience/CCXProcess/CCXProcess.app/Contents/MacOS/../js/main.js
  501  2494  2432   0 пт03  ??         0:00.26 /Applications/Postman Agent.app/Contents/Frameworks/Postman Agent Helper.app/Contents/MacOS/Postman Agent Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/annganzha/Library/Application Support/PostmanAgent --shared-files --field-trial-handle=1718379636,r,6358612228091322774,6403384251892381478,131072 --disable-features=SpareRendererForSitePerProcess --seatbelt-client=46
  501  2495     1   0 пт03  ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501  2502     1   0 пт03  ??         0:07.53 /Library/Application Support/Adobe/Adobe Desktop Common/IPCBox/AdobeIPCBroker.app/Contents/MacOS/AdobeIPCBroker -launchedbyvulcan /Applications/Utilities/Adobe Creative Cloud Experience/CCXProcess/CCXProcess.app/Contents/MacOS/../libs/Creative Cloud Content Manager.node
  501  2507     1   0 пт03  ??         0:08.49 /Users/annganzha/Library/Application Support/CleanMyMac X/CleanMyMac X HealthMonitor.app/Contents/MacOS/CleanMyMac X HealthMonitor
  501  2509     1   0 пт03  ??         0:00.48 /usr/libexec/triald
  501  2510     1   0 пт03  ??         0:00.66 /System/Library/Frameworks/QuickLook.framework/Versions/A/XPCServices/QuickLookSatellite.xpc/Contents/MacOS/QuickLookSatellite
  501  2511     1   0 пт03  ??         0:00.79 /usr/libexec/adprivacyd
  501  2512     1   0 пт03  ??         0:01.30 /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPLibraryAgent --launchd
  501  2513     1   0 пт03  ??         0:00.63 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
  501  2525     1   0 пт03  ??         0:00.05 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/121.0.6167.160/Helpers/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --database=/Users/annganzha/Library/Application Support/Google/Chrome/Crashpad --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=OS X --annotation=prod=Chrome_Mac --annotation=ver=121.0.6167.160 --handshake-fd=5
  501  2526     1   0 пт03  ??         0:00.24 /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
  501  2530     1   0 пт03  ??         0:00.13 /usr/libexec/neagent
  501  2531  2448   0 пт03  ??         1:41.39 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/121.0.6167.160/Helpers/Google Chrome Helper (GPU).app/Contents/MacOS/Google Chrome Helper (GPU) --type=gpu-process --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAaAcAAAAAAABoBwAAAAAAAHgCAABOAAAAcAIAAAAAAAB4AgAAAAAAAIACAAAAAAAAiAIAAAAAAACQAgAAAAAAAJgCAAAAAAAAoAIAAAAAAACoAgAAAAAAALACAAAAAAAAuAIAAAAAAADAAgAAAAAAAMgCAAAAAAAA0AIAAAAAAADYAgAAAAAAAOACAAAAAAAA6AIAAAAAAADwAgAAAAAAAPgCAAAAAAAAAAMAAAAAAAAIAwAAAAAAABADAAAAAAAAGAMAAAAAAAAgAwAAAAAAACgDAAAAAAAAMAMAAAAAAAA4AwAAAAAAAEADAAAAAAAASAMAAAAAAABQAwAAAAAAAFgDAAAAAAAAYAMAAAAAAABoAwAAAAAAAHADAAAAAAAAeAMAAAAAAACAAwAAAAAAAIgDAAAAAAAAkAMAAAAAAACYAwAAAAAAAKADAAAAAAAAqAMAAAAAAACwAwAAAAAAALgDAAAAAAAAwAMAAAAAAADIAwAAAAAAANADAAAAAAAA2AMAAAAAAADgAwAAAAAAAOgDAAAAAAAA8AMAAAAAAAD4AwAAAAAAAAAEAAAAAAAACAQAAAAAAAAQBAAAAAAAABgEAAAAAAAAIAQAAAAAAAAoBAAAAAAAADAEAAAAAAAAOAQAAAAAAABABAAAAAAAAEgEAAAAAAAAUAQAAAAAAABYBAAAAAAAAGAEAAAAAAAAaAQAAAAAAABwBAAAAAAAAHgEAAAAAAAAgAQAAAAAAACIBAAAAAAAAJAEAAAAAAAAmAQAAAAAAACgBAAAAAAAAKgEAAAAAAAAsAQAAAAAAAC4BAAAAAAAAMAEAAAAAAAAyAQAAAAAAADQBAAAAAAAANgEAAAAAAAAEAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAEAAAAQAAAAAAAAAAAAAAACAAAAEAAAAAAAAAAAAAAAAwAAABAAAAAAAAAAAAAAAAYAAAAQAAAAAAAAAAAAAAAHAAAAEAAAAAAAAAAAAAAACAAAABAAAAAAAAAAAAAAAAkAAAAQAAAAAAAAAAAAAAALAAAAEAAAAAAAAAAAAAAADAAAABAAAAAAAAAAAAAAAA4AAAAQAAAAAAAAAAAAAAAPAAAAEAAAAAAAAAAAAAAAEAAAABAAAAAAAAAAAQAAAAAAAAAQAAAAAAAAAAEAAAABAAAAEAAAAAAAAAABAAAAAgAAABAAAAAAAAAAAQAAAAMAAAAQAAAAAAAAAAEAAAAGAAAAEAAAAAAAAAABAAAABwAAABAAAAAAAAAAAQAAAAgAAAAQAAAAAAAAAAEAAAAJAAAAEAAAAAAAAAABAAAACwAAABAAAAAAAAAAAQAAAAwAAAAQAAAAAAAAAAEAAAAOAAAAEAAAAAAAAAABAAAADwAAABAAAAAAAAAAAQAAABAAAAAQAAAAAAAAAAQAAAAAAAAAEAAAAAAAAAAEAAAAAQAAABAAAAAAAAAABAAAAAIAAAAQAAAAAAAAAAQAAAADAAAAEAAAAAAAAAAEAAAABgAAABAAAAAAAAAABAAAAAcAAAAQAAAAAAAAAAQAAAAIAAAAEAAAAAAAAAAEAAAACQAAABAAAAAAAAAABAAAAAsAAAAQAAAAAAAAAAQAAAAMAAAAEAAAAAAAAAAEAAAADgAAABAAAAAAAAAABAAAAA8AAAAQAAAAAAAAAAQAAAAQAAAAEAAAAAAAAAAHAAAAAAAAABAAAAAAAAAABwAAAAEAAAAQAAAAAAAAAAcAAAACAAAAEAAAAAAAAAAHAAAAAwAAABAAAAAAAAAABwAAAAYAAAAQAAAAAAAAAAcAAAAHAAAAEAAAAAAAAAAHAAAACAAAABAAAAAAAAAABwAAAAkAAAAQAAAAAAAAAAcAAAALAAAAEAAAAAAAAAAHAAAADAAAABAAAAAAAAAABwAAAA4AAAAQAAAAAAAAAAcAAAAPAAAAEAAAAAAAAAAHAAAAEAAAABAAAAAAAAAACAAAAAAAAAAQAAAAAAAAAAgAAAABAAAAEAAAAAAAAAAIAAAAAgAAABAAAAAAAAAACAAAAAMAAAAQAAAAAAAAAAgAAAAGAAAAEAAAAAAAAAAIAAAABwAAABAAAAAAAAAACAAAAAgAAAAQAAAAAAAAAAgAAAAJAAAAEAAAAAAAAAAIAAAACwAAABAAAAAAAAAACAAAAAwAAAAQAAAAAAAAAAgAAAAOAAAAEAAAAAAAAAAIAAAADwAAABAAAAAAAAAACAAAABAAAAAQAAAAAAAAAAoAAAAAAAAAEAAAAAAAAAAKAAAAAQAAABAAAAAAAAAACgAAAAIAAAAQAAAAAAAAAAoAAAADAAAAEAAAAAAAAAAKAAAABgAAABAAAAAAAAAACgAAAAcAAAAQAAAAAAAAAAoAAAAIAAAAEAAAAAAAAAAKAAAACQAAABAAAAAAAAAACgAAAAsAAAAQAAAAAAAAAAoAAAAMAAAAEAAAAAAAAAAKAAAADgAAABAAAAAAAAAACgAAAA8AAAAQAAAAAAAAAAoAAAAQAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=1718379636,r,17570494827353334128,4287155005300091067,262144 --variations-seed-version=20240215-180251.133000 --seatbelt-client=24
  501  2532  2448   0 пт03  ??         0:20.59 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/121.0.6167.160/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ru --service-sandbox-type=network --shared-files --field-trial-handle=1718379636,r,17570494827353334128,4287155005300091067,262144 --variations-seed-version=20240215-180251.133000 --seatbelt-client=24
  501  2533  2448   0 пт03  ??         0:00.80 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/121.0.6167.160/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=ru --service-sandbox-type=service --shared-files --field-trial-handle=1718379636,r,17570494827353334128,4287155005300091067,262144 --variations-seed-version=20240215-180251.133000 --seatbelt-client=51
  501  2538     1   0 пт03  ??         0:00.02 /System/Library/PrivateFrameworks/IMFoundation.framework/XPCServices/IMRemoteURLConnectionAgent.xpc/Contents/MacOS/IMRemoteURLConnectionAgent
  501  2539     1   0 пт03  ??         0:01.94 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
  501  2540  2448   0 пт03  ??         0:00.29 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/121.0.6167.160/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --extension-process --disable-gpu-compositing --lang=ru --num-raster-threads=2 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1708069278368060 --launch-time-ticks=25432128299 --shared-files --field-trial-handle=1718379636,r,17570494827353334128,4287155005300091067,262144 --variations-seed-version=20240215-180251.133000 --seatbelt-client=119
  501  2542  2448   0 пт03  ??         0:18.59 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/121.0.6167.160/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --extension-process --disable-gpu-compositing --lang=ru --num-raster-threads=2 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1708069278368060 --launch-time-ticks=25432231359 --shared-files --field-trial-handle=1718379636,r,17570494827353334128,4287155005300091067,262144 --variations-seed-version=20240215-180251.133000 --seatbelt-client=123
  501  2543  2448   0 пт03  ??         0:01.97 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/121.0.6167.160/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --extension-process --disable-gpu-compositing --lang=ru --num-raster-threads=2 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1708069278368060 --launch-time-ticks=25432234881 --shared-files --field-trial-handle=1718379636,r,17570494827353334128,4287155005300091067,262144 --variations-seed-version=20240215-180251.133000 --seatbelt-client=123
  501  2544     1   0 пт03  ??         0:00.21 /Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariLaunchAgent
  501  2545  2448   0 пт03  ??         0:05.92 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/121.0.6167.160/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --extension-process --disable-gpu-compositing --lang=ru --num-raster-threads=2 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1708069278368060 --launch-time-ticks=25432276003 --shared-files --field-trial-handle=1718379636,r,17570494827353334128,4287155005300091067,262144 --variations-seed-version=20240215-180251.133000 --seatbelt-client=118
  501  2550  2448   0 пт03  ??         0:03.29 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/121.0.6167.160/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --extension-process --disable-gpu-compositing --lang=ru --num-raster-threads=2 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1708069278368060 --launch-time-ticks=25432385980 --shared-files --field-trial-handle=1718379636,r,17570494827353334128,4287155005300091067,262144 --variations-seed-version=20240215-180251.133000 --seatbelt-client=136
  501  2552     1   0 пт03  ??         0:00.36 /usr/libexec/diagnosticextensionsd
  501  2554  2448   0 пт03  ??         0:00.00 (launcher)
  501  2560     1   0 пт03  ??         0:34.21 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
  501  2562     1   0 пт03  ??         0:00.34 /usr/libexec/replayd
  501  2563     1   0 пт03  ??         0:01.67 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
  501  2565     1   0 пт03  ??         0:00.35 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storedownloadd
